Timestamp,AppTime,GlobalBlock,Type,HeadPos,HeadRot(pitch yaw roll),EyeDirection,LeftEyeOpen,RightEyeOpen,EyeTarget,HeadPosAnchored,HeadForthAnchored,EyeDirectionAnchored,FixationPointAnchored,optiRbodyposA,optiRbodyposB,optiRbodyrotA,optiRbodyrotB,Message
14:09:25:841,2174.86,11,RTdata,-6.728 -0.038 -8.427,4.127 37.156 1.859,0.455 -0.087 0.886,1.0,1.0,fakeWallSouth,1.579 1.406 1.585,-0.409 -0.072 -0.910,-0.245 -0.087 -0.966,1.556 1.404 1.516,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:876,2174.894,11,RTdata,-6.730 -0.039 -8.421,4.686 33.389 1.847,0.301 -0.158 0.940,1.0,1.0,fakeWallSouth,1.582 1.405 1.580,-0.348 -0.082 -0.934,-0.084 -0.158 -0.984,1.570 1.398 1.507,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:909,2174.928,11,RTdata,-6.732 -0.040 -8.415,4.980 29.142 1.809,0.243 -0.154 0.958,1.0,1.0,fakeWallSouth,1.585 1.404 1.574,-0.278 -0.087 -0.957,-0.023 -0.154 -0.988,1.577 1.398 1.501,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:942,2174.96,11,RTdata,-6.735 -0.040 -8.408,5.169 24.969 1.557,0.247 -0.098 0.964,1.0,1.0,fakeWallSouth,1.589 1.404 1.568,-0.208 -0.090 -0.974,-0.025 -0.098 -0.995,1.582 1.400 1.496,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:25:975,2174.994,11,RTdata,-6.738 -0.042 -8.402,5.289 20.725 1.256,0.246 -0.100 0.964,1.0,1.0,fakeWallSouth,1.594 1.402 1.563,-0.135 -0.092 -0.987,-0.024 -0.100 -0.995,1.587 1.399 1.491,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:008,2175.027,11,RTdata,-6.741 -0.043 -8.396,5.277 16.627 0.917,0.205 -0.166 0.965,1.0,1.0,fakeWallSouth,1.599 1.401 1.557,-0.064 -0.092 -0.994,0.016 -0.166 -0.986,1.594 1.394 1.487,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:043,2175.061,11,RTdata,-6.745 -0.045 -8.389,5.233 12.540 0.508,0.244 -0.110 0.964,1.0,1.0,fakeWallSouth,1.604 1.399 1.552,0.007 -0.091 -0.996,-0.022 -0.110 -0.994,1.597 1.395 1.481,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:076,2175.094,11,RTdata,-6.750 -0.046 -8.382,5.197 8.491 0.044,0.020 -0.146 0.989,1.0,1.0,fakeWallSouth,1.610 1.398 1.546,0.077 -0.091 -0.993,0.202 -0.146 -0.968,1.619 1.392 1.476,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:108,2175.127,11,RTdata,-6.756 -0.047 -8.375,5.146 4.481 359.598,-0.189 -0.163 0.968,1.0,1.0,fakeGround,1.618 1.397 1.540,0.146 -0.090 -0.985,0.401 -0.163 -0.902,1.641 1.389 1.472,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:141,2175.161,11,RTdata,-6.763 -0.047 -8.368,5.012 0.424 359.347,-0.263 -0.169 0.950,1.0,1.0,fakeGround,1.626 1.397 1.535,0.216 -0.087 -0.973,0.469 -0.169 -0.867,1.654 1.388 1.469,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:175,2175.194,11,RTdata,-6.771 -0.048 -8.361,4.700 356.471 359.371,-0.270 -0.146 0.952,1.0,1.0,fakeWallSouth,1.635 1.396 1.530,0.282 -0.082 -0.956,0.476 -0.146 -0.867,1.663 1.389 1.465,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:209,2175.228,11,RTdata,-6.779 -0.049 -8.354,4.256 352.594 359.674,-0.263 -0.114 0.958,1.0,1.0,fakeWallSouth,1.644 1.395 1.525,0.346 -0.074 -0.935,0.471 -0.114 -0.875,1.672 1.390 1.461,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:243,2175.261,11,RTdata,-6.787 -0.049 -8.347,3.803 348.659 0.100,-0.262 -0.116 0.958,1.0,1.0,fakeWallSouth,1.654 1.395 1.520,0.410 -0.066 -0.910,0.469 -0.116 -0.875,1.681 1.389 1.456,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:276,2175.294,11,RTdata,-6.796 -0.049 -8.340,3.591 344.787 0.377,-0.274 -0.130 0.953,1.0,1.0,fakeWallSouth,1.665 1.395 1.515,0.471 -0.063 -0.880,0.481 -0.130 -0.867,1.692 1.389 1.452,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:310,2175.329,11,RTdata,-6.806 -0.049 -8.333,3.646 340.722 0.854,-0.376 -0.157 0.913,1.0,1.0,fakeGround,1.675 1.395 1.511,0.532 -0.064 -0.844,0.570 -0.157 -0.806,1.709 1.387 1.451,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:343,2175.362,11,RTdata,-6.814 -0.049 -8.328,3.919 336.792 1.218,-0.494 -0.160 0.855,1.0,1.0,fakeWallEast,1.685 1.395 1.508,0.588 -0.068 -0.806,0.673 -0.160 -0.722,1.721 1.387 1.453,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:376,2175.395,11,RTdata,-6.823 -0.050 -8.325,4.012 332.769 1.573,-0.696 -0.214 0.685,1.0,1.0,fakeGround,1.694 1.394 1.506,0.643 -0.070 -0.762,0.832 -0.214 -0.512,1.752 1.382 1.463,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:409,2175.427,11,RTdata,-6.830 -0.051 -8.322,3.891 328.800 1.810,-0.713 -0.196 0.673,1.0,1.0,fakeWallEast,1.702 1.393 1.506,0.695 -0.068 -0.716,0.845 -0.196 -0.497,1.761 1.383 1.464,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:442,2175.461,11,RTdata,-6.838 -0.051 -8.321,3.697 324.562 2.110,-0.719 -0.185 0.670,1.0,1.0,fakeWallEast,1.710 1.393 1.506,0.746 -0.064 -0.663,0.850 -0.185 -0.492,1.769 1.383 1.465,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:476,2175.495,11,RTdata,-6.845 -0.051 -8.320,3.642 320.055 2.470,-0.718 -0.141 0.682,1.0,1.0,fakeWallEast,1.717 1.393 1.507,0.796 -0.064 -0.602,0.852 -0.141 -0.504,1.775 1.386 1.465,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:510,2175.529,11,RTdata,-6.853 -0.051 -8.320,3.646 314.969 2.653,-0.741 -0.180 0.647,1.0,1.0,fakeWallEast,1.724 1.393 1.508,0.846 -0.064 -0.530,0.867 -0.180 -0.465,1.783 1.384 1.469,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:542,2175.561,11,RTdata,-6.858 -0.050 -8.321,3.631 309.924 2.535,-0.812 -0.155 0.563,1.0,1.0,fakeWallEast,1.729 1.394 1.511,0.889 -0.063 -0.453,0.917 -0.155 -0.367,1.794 1.386 1.478,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:576,2175.595,11,RTdata,-6.864 -0.049 -8.323,3.536 304.468 2.366,-0.911 -0.191 0.365,1.0,1.0,fakeWallEast,1.734 1.395 1.514,0.928 -0.062 -0.367,0.970 -0.191 -0.152,1.805 1.384 1.496,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:609,2175.628,11,RTdata,-6.868 -0.048 -8.326,3.402 299.044 2.312,-0.952 -0.219 0.213,1.0,1.0,fakeWallEast,1.738 1.396 1.518,0.959 -0.059 -0.277,0.976 -0.219 0.005,1.812 1.383 1.511,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:643,2175.662,11,RTdata,-6.871 -0.047 -8.329,3.297 293.541 2.419,-0.966 -0.249 0.066,1.0,1.0,fakeGround,1.740 1.397 1.522,0.981 -0.058 -0.184,0.957 -0.249 0.151,1.817 1.382 1.526,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:677,2175.695,11,RTdata,-6.873 -0.046 -8.333,3.286 288.138 2.632,-0.963 -0.268 -0.021,1.0,1.0,fakeGround,1.741 1.398 1.526,0.994 -0.057 -0.091,0.934 -0.268 0.236,1.818 1.382 1.538,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:710,2175.729,11,RTdata,-6.874 -0.045 -8.337,3.389 282.787 2.866,-0.970 -0.239 -0.040,1.0,1.0,fakeWallEast,1.741 1.399 1.530,0.998 -0.059 0.002,0.936 -0.239 0.256,1.817 1.385 1.543,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:744,2175.762,11,RTdata,-6.874 -0.045 -8.341,3.558 277.497 3.062,-0.982 -0.190 -0.022,1.0,1.0,fakeWallEast,1.740 1.399 1.534,0.994 -0.062 0.094,0.952 -0.190 0.241,1.815 1.389 1.546,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:776,2175.795,11,RTdata,-6.872 -0.044 -8.345,3.750 272.303 3.166,-0.968 -0.242 -0.062,1.0,1.0,fakeWallEast,1.738 1.400 1.537,0.981 -0.065 0.184,0.930 -0.242 0.277,1.812 1.387 1.552,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:811,2175.829,11,RTdata,-6.870 -0.044 -8.349,3.956 266.951 3.190,-0.979 -0.200 -0.043,1.0,1.0,fakeWallEast,1.734 1.400 1.540,0.959 -0.069 0.274,0.945 -0.200 0.261,1.809 1.389 1.555,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:844,2175.863,11,RTdata,-6.865 -0.044 -8.352,4.162 261.575 3.151,-0.937 -0.258 -0.237,1.0,1.0,fakeGround,1.729 1.400 1.543,0.929 -0.073 0.363,0.860 -0.258 0.440,1.801 1.385 1.571,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:876,2175.896,11,RTdata,-6.860 -0.044 -8.356,4.339 256.075 3.162,-0.903 -0.186 -0.386,1.0,1.0,fakeWallEast,1.723 1.400 1.545,0.890 -0.076 0.450,0.794 -0.186 0.578,1.790 1.390 1.584,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:909,2175.928,11,RTdata,-6.854 -0.044 -8.360,4.468 250.452 3.223,-0.787 -0.288 -0.546,1.0,1.0,fakeGround,1.716 1.400 1.548,0.841 -0.078 0.535,0.645 -0.288 0.708,1.776 1.383 1.599,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:943,2175.962,11,RTdata,-6.846 -0.044 -8.363,4.591 244.731 3.205,-0.816 -0.200 -0.542,1.0,1.0,fakeGround,1.708 1.400 1.550,0.783 -0.080 0.616,0.675 -0.200 0.711,1.768 1.389 1.600,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:26:977,2175.996,11,RTdata,-6.838 -0.043 -8.367,4.670 239.151 3.116,-0.788 -0.227 -0.572,1.0,1.0,fakeGround,1.700 1.401 1.551,0.720 -0.081 0.689,0.640 -0.227 0.734,1.757 1.388 1.603,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:010,2176.029,11,RTdata,-6.830 -0.043 -8.369,4.687 233.847 3.007,-0.801 -0.210 -0.560,1.0,1.0,fakeGround,1.691 1.401 1.552,0.653 -0.082 0.753,0.656 -0.210 0.725,1.749 1.389 1.603,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:044,2176.063,11,RTdata,-6.821 -0.043 -8.372,4.692 228.455 2.897,-0.798 -0.209 -0.566,1.0,1.0,fakeGround,1.682 1.401 1.552,0.579 -0.082 0.811,0.651 -0.209 0.730,5.912 0.136 5.733,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:077,2176.096,11,RTdata,-6.812 -0.042 -8.374,4.652 223.085 2.765,-0.804 -0.224 -0.550,1.0,1.0,fakeGround,1.673 1.402 1.552,0.501 -0.081 0.862,0.661 -0.224 0.716,6.052 0.014 5.724,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:111,2176.13,11,RTdata,-6.802 -0.043 -8.377,4.533 217.487 2.582,-0.613 -0.204 -0.763,1.0,1.0,fakeWallNorth,1.662 1.401 1.553,0.414 -0.079 0.907,0.427 -0.204 0.881,4.596 0.161 6.691,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:144,2176.163,11,RTdata,-6.792 -0.043 -8.380,4.220 211.884 2.394,-0.411 -0.186 -0.892,1.0,1.0,fakeWallNorth,1.652 1.401 1.553,0.324 -0.074 0.943,0.201 -0.186 0.962,3.264 0.247 7.300,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:178,2176.196,11,RTdata,-6.782 -0.042 -8.383,3.688 206.232 2.263,-0.319 -0.195 -0.928,1.0,1.0,fakeWallNorth,1.641 1.401 1.554,0.230 -0.064 0.971,0.103 -0.195 0.975,2.664 0.176 7.435,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:211,2176.229,11,RTdata,-6.771 -0.042 -8.386,3.069 200.509 2.292,-0.265 -0.213 -0.941,1.0,1.0,fakeWallNorth,1.630 1.402 1.554,0.132 -0.054 0.990,0.048 -0.213 0.976,2.323 0.067 7.457,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:245,2176.264,11,RTdata,-6.760 -0.042 -8.389,2.583 194.485 2.293,-0.270 -0.194 -0.943,1.0,1.0,fakeWallNorth,1.618 1.402 1.555,0.027 -0.045 0.999,0.052 -0.194 0.980,2.269 0.052 7.452,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:278,2176.297,11,RTdata,-6.749 -0.043 -8.391,2.353 188.672 2.221,-0.173 -0.185 -0.967,0.0,1.0,fakeWallNorth,1.607 1.401 1.554,-0.074 -0.041 0.996,-0.047 -0.185 0.982,2.269 0.052 7.452,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:310,2176.33,11,RTdata,-6.738 -0.044 -8.392,2.240 182.757 2.109,-0.062 -0.194 -0.979,0.0,1.0,fakeWallNorth,1.596 1.400 1.553,-0.176 -0.039 0.984,-0.158 -0.194 0.968,2.269 0.052 7.452,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:344,2176.363,11,RTdata,-6.727 -0.046 -8.393,1.940 176.880 2.033,0.027 -0.264 -0.964,0.0,1.0,fakeGround,1.585 1.398 1.551,-0.276 -0.034 0.961,-0.242 -0.264 0.934,2.269 0.052 7.452,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:378,2176.397,11,RTdata,-6.716 -0.047 -8.393,1.374 171.080 2.087,0.446 -0.296 -0.844,1.0,1.0,fakeGround,1.575 1.397 1.549,-0.372 -0.024 0.928,-0.624 -0.296 0.723,-2.186 -0.586 6.569,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:411,2176.43,11,RTdata,-6.708 -0.047 -8.392,1.024 165.839 2.192,0.526 -0.290 -0.800,1.0,1.0,fakeGround,1.567 1.397 1.546,-0.455 -0.018 0.890,-0.691 -0.290 0.662,-2.698 -0.528 6.184,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:445,2176.463,11,RTdata,-6.700 -0.047 -8.390,0.991 160.777 2.303,0.538 -0.292 -0.791,1.0,1.0,fakeGround,1.560 1.397 1.542,-0.532 -0.017 0.847,-0.702 -0.292 0.650,-2.705 -0.480 6.002,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:478,2176.497,11,RTdata,-6.693 -0.048 -8.386,0.882 155.823 2.448,0.545 -0.246 -0.802,1.0,1.0,fakeGround,1.554 1.396 1.538,-0.603 -0.015 0.798,-0.710 -0.246 0.660,-2.632 -0.144 5.920,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:511,2176.53,11,RTdata,-6.688 -0.048 -8.382,0.569 151.018 2.677,0.549 -0.232 -0.803,1.0,1.0,fakeGround,1.550 1.396 1.533,-0.668 -0.010 0.744,-0.715 -0.232 0.660,-1.016 0.505 4.200,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:545,2176.563,11,RTdata,-6.684 -0.047 -8.377,0.243 146.167 2.958,0.632 -0.222 -0.743,1.0,1.0,fakeGround,1.547 1.397 1.527,-0.728 -0.004 0.685,-0.782 -0.222 0.583,-1.297 0.541 3.918,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:578,2176.597,11,RTdata,-6.681 -0.046 -8.372,0.099 141.395 3.225,0.782 -0.220 -0.583,1.0,1.0,fakeGround,1.545 1.398 1.521,-0.783 -0.002 0.622,-0.892 -0.220 0.394,-1.854 0.537 3.263,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:612,2176.63,11,RTdata,-6.680 -0.045 -8.366,0.207 137.007 3.299,0.782 -0.157 -0.603,1.0,1.0,fakeGround,1.545 1.399 1.515,-0.828 -0.004 0.560,-0.897 -0.157 0.412,-1.772 0.813 3.257,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:645,2176.663,11,RTdata,-6.680 -0.044 -8.361,0.416 133.867 3.302,0.769 -0.158 -0.619,1.0,1.0,fakeGround,1.547 1.400 1.510,-0.858 -0.007 0.514,-0.888 -0.158 0.432,-1.729 0.822 3.253,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:678,2176.697,11,RTdata,-6.683 -0.044 -8.357,0.800 132.067 3.354,0.776 -0.191 -0.601,1.0,1.0,fakeGround,1.551 1.400 1.507,-0.873 -0.014 0.487,-0.891 -0.191 0.412,-1.779 0.706 3.129,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:712,2176.73,11,RTdata,-6.688 -0.045 -8.354,1.360 131.696 3.419,0.765 -0.182 -0.618,1.0,1.0,fakeGround,1.556 1.399 1.505,-0.876 -0.024 0.481,-0.884 -0.182 0.431,-1.761 0.748 3.130,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:746,2176.764,11,RTdata,-6.695 -0.046 -8.353,2.021 132.768 3.801,0.755 -0.183 -0.630,1.0,1.0,fakeGround,1.563 1.398 1.505,-0.867 -0.035 0.497,-0.876 -0.183 0.445,-1.754 0.748 3.120,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:778,2176.797,11,RTdata,-6.703 -0.047 -8.354,2.618 135.181 4.594,0.747 -0.190 -0.637,1.0,1.0,fakeGround,1.571 1.397 1.509,-0.845 -0.046 0.533,-0.871 -0.190 0.453,-1.746 0.723 3.123,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:812,2176.831,11,RTdata,-6.712 -0.047 -8.358,3.195 138.735 5.820,0.747 -0.190 -0.637,0.0,0.0,fakeGround,1.579 1.397 1.515,-0.810 -0.056 0.584,-0.871 -0.190 0.453,-1.746 0.723 3.123,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:846,2176.864,11,RTdata,-6.722 -0.047 -8.365,3.882 143.052 7.127,0.747 -0.190 -0.637,0.0,0.0,fakeGround,1.587 1.397 1.523,-0.763 -0.068 0.643,-0.871 -0.190 0.453,-1.746 0.723 3.123,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:879,2176.897,11,RTdata,-6.733 -0.048 -8.372,4.587 147.840 8.103,0.747 -0.190 -0.637,0.0,0.0,fakeGround,1.596 1.396 1.533,-0.706 -0.080 0.704,-0.871 -0.190 0.453,-1.746 0.723 3.123,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:912,2176.931,11,RTdata,-6.744 -0.050 -8.381,5.007 152.435 8.630,0.747 -0.190 -0.637,0.0,0.0,fakeGround,1.604 1.394 1.544,-0.647 -0.087 0.758,-0.871 -0.190 0.453,-1.746 0.723 3.123,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:946,2176.964,11,RTdata,-6.753 -0.052 -8.391,5.094 156.384 8.860,0.747 -0.190 -0.637,0.0,0.0,fakeGround,1.611 1.392 1.555,-0.593 -0.089 0.800,-0.871 -0.190 0.453,-1.746 0.723 3.123,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:27:979,2176.998,11,RTdata,-6.760 -0.054 -8.402,5.125 159.590 9.105,0.038 -0.205 -0.978,0.0,0.0,fakeWallNorth,1.616 1.390 1.568,-0.547 -0.089 0.832,-0.255 -0.205 0.945,0.465 0.593 5.213,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:28:012,2177.031,11,RTdata,-6.765 -0.055 -8.415,5.221 161.874 9.204,0.088 -0.167 -0.982,1.0,1.0,fakeWallNorth,1.618 1.389 1.582,-0.514 -0.091 0.853,-0.306 -0.167 0.937,1.312 1.242 2.420,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:28:047,2177.065,11,RTdata,-6.768 -0.057 -8.430,5.176 163.335 9.038,0.102 -0.153 -0.983,1.0,1.0,fakeWallNorth,1.617 1.387 1.597,-0.492 -0.090 0.866,-0.319 -0.153 0.935,1.267 1.233 2.552,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:28:078,2177.097,11,RTdata,-6.768 -0.059 -8.446,5.089 164.072 8.850,0.095 -0.157 -0.983,1.0,1.0,fakeWallNorth,1.613 1.385 1.612,-0.481 -0.089 0.872,-0.312 -0.157 0.937,1.281 1.227 2.572,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:28:112,2177.131,11,RTdata,-6.766 -0.061 -8.464,5.278 164.231 8.757,0.116 -0.139 -0.984,1.0,1.0,fakeWallNorth,1.607 1.383 1.629,-0.478 -0.092 0.874,-0.333 -0.139 0.933,1.264 1.247 2.581,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:28:146,2177.164,11,RTdata,-6.762 -0.064 -8.483,5.469 163.933 8.664,0.120 -0.141 -0.983,1.0,1.0,fakeWallNorth,1.599 1.380 1.648,-0.482 -0.095 0.871,-0.337 -0.141 0.931,1.259 1.242 2.599,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:28:179,2177.198,11,RTdata,-6.757 -0.067 -8.504,5.340 163.435 8.470,0.108 -0.159 -0.981,1.0,1.0,fakeWallNorth,1.589 1.377 1.667,-0.490 -0.093 0.867,-0.325 -0.159 0.932,1.264 1.215 2.623,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:28:213,2177.231,11,RTdata,-6.750 -0.071 -8.526,5.059 162.991 8.164,0.138 -0.139 -0.981,1.0,1.0,fakeWallNorth,1.578 1.373 1.687,-0.497 -0.088 0.863,-0.354 -0.139 0.925,1.234 1.232 2.622,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:28:247,2177.265,11,RTdata,-6.743 -0.073 -8.550,4.612 162.717 7.685,0.166 -0.186 -0.969,1.0,1.0,fakeWallNorth,1.565 1.371 1.708,-0.501 -0.080 0.861,-0.378 -0.186 0.907,0.377 0.767 4.591,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:09:28:279,2177.298,11,RTdata,-6.734 -0.075 -8.575,4.044 162.591 7.151,0.165 -0.185 -0.969,1.0,1.0,fakeWallNorth,1.552 1.369 1.730,-0.504 -0.071 0.861,-0.377 -0.185 0.907,-0.191 0.484 5.950,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
