Timestamp,AppTime,GlobalBlock,Type,HeadPos,HeadRot(pitch yaw roll),EyeDirection,LeftEyeOpen,RightEyeOpen,EyeTarget,HeadPosAnchored,HeadForthAnchored,EyeDirectionAnchored,FixationPointAnchored,optiRbodyposA,optiRbodyposB,optiRbodyrotA,optiRbodyrotB,Message
14:10:00:874,2209.892,12,RTdata,-4.053 -0.038 -9.552,7.318 254.950 5.718,-0.789 -0.331 -0.518,1.0,1.0,fakeGround,-1.280 1.406 2.083,0.876 -0.127 0.465,0.653 -0.331 0.681,0.887 0.306 4.343,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:00:907,2209.926,12,RTdata,-4.084 -0.044 -9.539,7.227 254.300 5.890,-0.785 -0.330 -0.525,1.0,1.0,fakeGround,-1.246 1.400 2.078,0.871 -0.126 0.475,0.647 -0.330 0.687,0.903 0.308 4.356,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:00:939,2209.959,12,RTdata,-4.116 -0.050 -9.525,7.147 253.424 6.222,-0.784 -0.320 -0.532,1.0,1.0,fakeGround,-1.212 1.394 2.071,0.864 -0.124 0.489,0.645 -0.320 0.694,0.927 0.341 4.356,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:00:975,2209.993,12,RTdata,-4.150 -0.054 -9.509,6.984 252.446 6.464,-0.775 -0.328 -0.541,1.0,1.0,fakeGround,-1.177 1.390 2.064,0.855 -0.122 0.503,0.634 -0.328 0.700,0.928 0.303 4.371,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:008,2210.026,12,RTdata,-4.181 -0.056 -9.493,7.091 251.649 6.508,-0.774 -0.325 -0.543,1.0,1.0,fakeGround,-1.142 1.388 2.055,0.848 -0.123 0.515,0.633 -0.325 0.702,0.951 0.326 4.364,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:040,2210.059,12,RTdata,-4.213 -0.055 -9.477,7.113 250.783 6.656,-0.769 -0.328 -0.549,1.0,1.0,fakeGround,-1.107 1.389 2.046,0.840 -0.124 0.528,0.627 -0.328 0.707,0.961 0.312 4.365,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:075,2210.093,12,RTdata,-4.246 -0.051 -9.460,6.928 249.874 6.994,-0.770 -0.311 -0.557,1.0,1.0,fakeGround,-1.071 1.393 2.037,0.832 -0.121 0.541,0.626 -0.311 0.715,0.981 0.371 4.371,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:107,2210.126,12,RTdata,-4.278 -0.046 -9.444,6.654 249.086 7.039,-0.766 -0.306 -0.565,1.0,1.0,fakeGround,-1.037 1.398 2.028,0.825 -0.116 0.553,0.621 -0.306 0.722,0.993 0.383 4.380,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:140,2210.16,12,RTdata,-4.311 -0.041 -9.428,6.119 248.436 6.629,-0.750 -0.339 -0.567,1.0,1.0,fakeGround,-1.001 1.403 2.020,0.820 -0.107 0.563,0.605 -0.339 0.721,0.990 0.258 4.390,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:175,2210.194,12,RTdata,-4.345 -0.036 -9.414,5.597 247.905 6.023,-0.745 -0.343 -0.573,1.0,1.0,fakeGround,-0.965 1.408 2.014,0.815 -0.098 0.571,0.598 -0.343 0.725,1.007 0.246 4.405,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:207,2210.226,12,RTdata,-4.377 -0.031 -9.401,5.413 247.451 5.589,-0.739 -0.345 -0.579,1.0,1.0,fakeGround,-0.931 1.413 2.009,0.811 -0.094 0.578,0.591 -0.345 0.729,1.026 0.259 4.424,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:240,2210.26,12,RTdata,-4.409 -0.027 -9.390,5.745 246.892 5.242,-0.738 -0.339 -0.583,1.0,1.0,fakeGround,-0.897 1.417 2.005,0.805 -0.100 0.585,0.589 -0.339 0.733,1.050 0.306 4.415,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:274,2210.293,12,RTdata,-4.440 -0.025 -9.380,6.458 246.131 4.960,-0.729 -0.346 -0.590,1.0,1.0,fakeGround,-0.864 1.419 2.003,0.796 -0.112 0.595,0.579 -0.346 0.738,1.058 0.301 4.431,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:308,2210.326,12,RTdata,-4.471 -0.025 -9.371,7.082 245.288 4.748,-0.725 -0.344 -0.597,1.0,1.0,fakeGround,-0.832 1.419 2.000,0.786 -0.123 0.606,0.573 -0.344 0.744,1.060 0.306 4.434,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:342,2210.36,12,RTdata,-4.500 -0.027 -9.362,7.166 244.631 4.682,-0.722 -0.343 -0.601,1.0,1.0,fakeGround,-0.801 1.417 1.998,0.779 -0.125 0.615,0.570 -0.343 0.747,1.065 0.297 4.437,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:374,2210.393,12,RTdata,-4.529 -0.029 -9.354,6.847 244.188 4.810,-0.722 -0.339 -0.603,1.0,1.0,fakeGround,-0.772 1.415 1.996,0.774 -0.119 0.621,0.569 -0.339 0.749,1.077 0.296 4.434,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:407,2210.426,12,RTdata,-4.558 -0.034 -9.346,6.353 243.914 5.040,-0.720 -0.336 -0.607,1.0,1.0,fakeGround,-0.741 1.410 1.996,0.772 -0.111 0.626,0.566 -0.336 0.753,1.099 0.300 4.460,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:442,2210.46,12,RTdata,-4.589 -0.039 -9.339,5.885 243.857 5.293,-0.727 -0.325 -0.605,1.0,1.0,fakeGround,-0.710 1.405 1.995,0.772 -0.103 0.627,0.573 -0.325 0.753,1.093 0.230 4.475,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:475,2210.494,12,RTdata,-4.620 -0.044 -9.333,5.428 243.994 5.535,-0.727 -0.325 -0.605,0.0,0.0,fakeGround,-0.679 1.400 1.997,0.774 -0.095 0.626,0.573 -0.325 0.753,1.093 0.230 4.475,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:509,2210.527,12,RTdata,-4.651 -0.048 -9.328,4.914 244.296 5.952,-0.727 -0.325 -0.605,0.0,0.0,fakeGround,-0.648 1.396 1.999,0.778 -0.086 0.622,0.573 -0.325 0.753,1.093 0.230 4.475,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:542,2210.561,12,RTdata,-4.683 -0.050 -9.325,4.586 244.755 6.536,-0.727 -0.325 -0.605,0.0,0.0,fakeGround,-0.616 1.394 2.002,0.784 -0.080 0.616,0.573 -0.325 0.753,1.093 0.230 4.475,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:576,2210.594,12,RTdata,-4.714 -0.050 -9.321,4.352 245.224 7.169,-0.727 -0.325 -0.605,0.0,0.0,fakeGround,-0.584 1.394 2.006,0.789 -0.076 0.610,0.573 -0.325 0.753,1.093 0.230 4.475,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:609,2210.627,12,RTdata,-4.747 -0.048 -9.318,4.159 245.515 7.708,-0.727 -0.325 -0.605,0.0,0.0,fakeGround,-0.552 1.396 2.011,0.792 -0.073 0.606,0.573 -0.325 0.753,1.093 0.230 4.475,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:642,2210.661,12,RTdata,-4.778 -0.046 -9.315,4.084 245.363 8.467,-0.727 -0.325 -0.605,0.0,0.0,fakeGround,-0.520 1.398 2.015,0.791 -0.071 0.608,0.573 -0.325 0.753,1.093 0.230 4.475,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:675,2210.694,12,RTdata,-4.809 -0.043 -9.311,4.116 244.915 9.017,-0.727 -0.325 -0.605,0.0,0.0,fakeGround,-0.490 1.401 2.018,0.786 -0.072 0.614,0.573 -0.325 0.753,1.093 0.230 4.475,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:709,2210.728,12,RTdata,-4.840 -0.039 -9.306,4.033 244.224 9.291,-0.842 -0.212 -0.496,1.0,1.0,fakeGround,-0.458 1.405 2.020,0.779 -0.070 0.624,0.710 -0.212 0.672,1.769 0.735 4.115,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:742,2210.761,12,RTdata,-4.870 -0.035 -9.301,3.956 243.233 9.232,-0.821 -0.077 -0.565,1.0,1.0,fakeWallNorth,-0.428 1.409 2.021,0.768 -0.069 0.637,0.674 -0.077 0.735,1.690 1.165 4.296,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:776,2210.795,12,RTdata,-4.899 -0.031 -9.295,3.943 241.880 8.864,-0.776 0.039 -0.630,1.0,1.0,fakeWallNorth,-0.398 1.413 2.022,0.752 -0.069 0.655,0.615 0.039 0.787,1.577 1.537 4.494,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:808,2210.827,12,RTdata,-4.927 -0.029 -9.288,3.877 240.359 8.346,-0.751 0.011 -0.660,1.0,1.0,fakeWallNorth,-0.369 1.415 2.022,0.735 -0.068 0.675,0.585 0.011 0.811,1.488 1.570 4.610,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:842,2210.861,12,RTdata,-4.955 -0.028 -9.281,3.630 238.696 7.820,-0.744 0.013 -0.668,1.0,1.0,fakeWallNorth,-0.340 1.416 2.021,0.715 -0.063 0.696,0.576 0.013 0.817,1.463 1.578 4.641,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:876,2210.895,12,RTdata,-4.984 -0.029 -9.273,3.203 236.906 7.455,-0.734 0.014 -0.679,1.0,1.0,fakeWallNorth,-0.310 1.415 2.020,0.693 -0.056 0.718,0.564 0.014 0.826,1.415 1.579 4.688,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:909,2210.928,12,RTdata,-5.011 -0.032 -9.265,2.802 235.129 7.303,-0.686 0.034 -0.727,1.0,1.0,fakeWallNorth,-0.282 1.412 2.018,0.671 -0.049 0.740,0.506 0.034 0.862,1.366 1.512 4.727,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:943,2210.961,12,RTdata,-5.039 -0.037 -9.256,2.642 233.141 7.423,-0.661 0.034 -0.750,1.0,1.0,fakeWallNorth,-0.253 1.407 2.016,0.645 -0.046 0.763,0.476 0.034 0.879,0.056 1.437 2.591,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:01:975,2210.994,12,RTdata,-5.066 -0.041 -9.247,2.769 231.085 7.574,-0.651 0.038 -0.758,1.0,1.0,fakeWallNorth,-0.224 1.403 2.012,0.617 -0.048 0.785,0.465 0.038 0.885,0.091 1.456 2.578,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:009,2211.028,12,RTdata,-5.093 -0.045 -9.236,3.017 229.007 7.480,-0.638 0.045 -0.768,1.0,1.0,fakeWallNorth,-0.195 1.399 2.008,0.588 -0.053 0.807,0.450 0.045 0.892,0.102 1.462 2.586,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:042,2211.062,12,RTdata,-5.121 -0.047 -9.225,3.351 226.990 7.206,-0.633 0.079 -0.770,1.0,1.0,fakeWallNorth,-0.166 1.397 2.004,0.559 -0.058 0.827,0.445 0.079 0.892,0.124 1.504 2.585,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:077,2211.095,12,RTdata,-5.149 -0.047 -9.214,3.648 225.022 7.141,-0.627 0.079 -0.775,1.0,1.0,fakeWallNorth,-0.137 1.397 1.999,0.530 -0.064 0.845,0.438 0.079 0.895,0.130 1.503 2.588,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:109,2211.128,12,RTdata,-5.176 -0.044 -9.203,3.984 223.275 7.200,-0.627 0.079 -0.775,0.0,0.0,fakeWallNorth,-0.108 1.400 1.995,0.504 -0.069 0.861,0.438 0.079 0.895,0.130 1.503 2.588,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:142,2211.161,12,RTdata,-5.202 -0.041 -9.193,4.415 221.670 7.104,-0.627 0.079 -0.775,0.0,0.0,fakeWallNorth,-0.080 1.403 1.991,0.480 -0.077 0.874,0.438 0.079 0.895,0.130 1.503 2.588,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:177,2211.195,12,RTdata,-5.229 -0.038 -9.183,4.627 219.839 7.107,-0.627 0.079 -0.775,0.0,0.0,fakeWallNorth,-0.052 1.406 1.987,0.451 -0.081 0.889,0.438 0.079 0.895,0.130 1.503 2.588,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:210,2211.229,12,RTdata,-5.254 -0.035 -9.175,4.507 217.847 7.097,-0.627 0.079 -0.775,0.0,0.0,fakeWallNorth,-0.025 1.409 1.984,0.420 -0.079 0.904,0.438 0.079 0.895,0.130 1.503 2.588,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:243,2211.262,12,RTdata,-5.278 -0.032 -9.168,4.439 215.957 6.784,-0.627 0.079 -0.775,0.0,0.0,fakeWallNorth,0.000 1.412 1.983,0.390 -0.077 0.918,0.438 0.079 0.895,0.130 1.503 2.588,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:277,2211.295,12,RTdata,-5.301 -0.029 -9.161,4.568 214.214 6.253,-0.470 -0.083 -0.879,0.0,0.0,fakeWallNorth,0.024 1.415 1.981,0.362 -0.080 0.929,0.261 -0.083 0.962,0.130 1.503 2.588,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:310,2211.329,12,RTdata,-5.324 -0.027 -9.155,4.831 212.663 5.622,-0.340 -0.258 -0.904,1.0,0.0,fakeGround,0.047 1.417 1.981,0.337 -0.084 0.938,0.130 -0.258 0.957,0.131 1.249 2.621,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:344,2211.363,12,RTdata,-5.345 -0.026 -9.150,5.017 211.211 5.092,-0.334 -0.245 -0.910,1.0,1.0,fakeGround,0.069 1.418 1.981,0.313 -0.087 0.946,0.122 -0.245 0.962,0.147 1.260 2.619,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:376,2211.395,12,RTdata,-5.365 -0.026 -9.146,4.879 209.888 4.783,-0.338 -0.216 -0.916,1.0,1.0,fakeWallNorth,0.089 1.418 1.981,0.291 -0.085 0.953,0.124 -0.216 0.968,0.167 1.278 2.618,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:409,2211.428,12,RTdata,-5.384 -0.027 -9.142,4.527 208.682 4.709,-0.336 -0.208 -0.918,1.0,1.0,fakeWallNorth,0.109 1.417 1.981,0.271 -0.079 0.959,0.122 -0.208 0.970,0.184 1.282 2.617,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:444,2211.462,12,RTdata,-5.402 -0.029 -9.139,4.204 207.614 4.784,-0.334 -0.209 -0.919,1.0,1.0,fakeWallNorth,0.128 1.415 1.982,0.253 -0.073 0.965,0.120 -0.209 0.971,0.200 1.281 2.618,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:477,2211.495,12,RTdata,-5.419 -0.032 -9.136,4.003 206.792 4.789,-0.334 -0.210 -0.919,1.0,1.0,fakeWallNorth,0.145 1.412 1.984,0.239 -0.070 0.968,0.120 -0.210 0.970,0.217 1.279 2.618,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:509,2211.528,12,RTdata,-5.435 -0.035 -9.134,3.755 206.085 4.766,-0.334 -0.209 -0.919,1.0,1.0,fakeWallNorth,0.161 1.409 1.986,0.227 -0.065 0.972,0.120 -0.209 0.970,0.233 1.276 2.619,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:544,2211.563,12,RTdata,-5.451 -0.039 -9.133,3.495 205.473 4.755,-0.329 -0.212 -0.920,1.0,1.0,fakeWallNorth,0.176 1.405 1.988,0.217 -0.061 0.974,0.115 -0.212 0.971,0.245 1.271 2.622,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:578,2211.596,12,RTdata,-5.465 -0.041 -9.133,3.471 205.053 4.859,-0.326 -0.219 -0.920,1.0,1.0,fakeWallNorth,0.190 1.403 1.991,0.210 -0.061 0.976,0.112 -0.219 0.969,0.256 1.265 2.624,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:610,2211.629,12,RTdata,-5.479 -0.041 -9.133,3.673 204.885 4.968,-0.327 -0.224 -0.918,1.0,1.0,fakeWallNorth,0.204 1.403 1.994,0.207 -0.064 0.976,0.114 -0.224 0.968,0.269 1.262 2.627,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:644,2211.662,12,RTdata,-5.493 -0.041 -9.133,4.202 204.608 5.471,-0.321 -0.236 -0.917,1.0,1.0,fakeWallNorth,0.217 1.403 1.997,0.202 -0.073 0.977,0.108 -0.236 0.966,0.280 1.257 2.630,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:678,2211.696,12,RTdata,-5.506 -0.039 -9.133,4.694 204.087 6.145,-0.321 -0.236 -0.917,0.0,0.0,fakeWallNorth,0.230 1.405 2.000,0.193 -0.082 0.978,0.108 -0.236 0.966,0.280 1.257 2.630,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:710,2211.729,12,RTdata,-5.519 -0.037 -9.133,4.739 203.441 6.525,-0.321 -0.236 -0.917,0.0,0.0,fakeWallNorth,0.242 1.407 2.003,0.182 -0.083 0.980,0.108 -0.236 0.966,0.280 1.257 2.630,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:743,2211.762,12,RTdata,-5.532 -0.034 -9.133,4.576 202.611 6.904,-0.321 -0.236 -0.917,0.0,0.0,fakeWallNorth,0.255 1.410 2.006,0.168 -0.080 0.983,0.108 -0.236 0.966,0.280 1.257 2.630,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:776,2211.796,12,RTdata,-5.545 -0.032 -9.133,4.602 201.672 7.322,-0.321 -0.236 -0.917,0.0,0.0,fakeWallNorth,0.267 1.412 2.008,0.152 -0.080 0.985,0.108 -0.236 0.966,0.280 1.257 2.630,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:810,2211.829,12,RTdata,-5.558 -0.030 -9.132,4.724 200.725 7.487,-0.321 -0.236 -0.917,0.0,0.0,fakeWallNorth,0.280 1.414 2.011,0.135 -0.082 0.987,0.108 -0.236 0.966,0.280 1.257 2.630,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:843,2211.862,12,RTdata,-5.571 -0.029 -9.132,4.751 199.709 7.450,-0.321 -0.236 -0.917,0.0,0.0,fakeWallNorth,0.293 1.415 2.013,0.118 -0.083 0.990,0.108 -0.236 0.966,0.280 1.257 2.630,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:877,2211.896,12,RTdata,-5.584 -0.028 -9.130,4.760 198.619 7.303,-0.321 -0.236 -0.917,0.0,0.0,fakeWallNorth,0.307 1.416 2.015,0.099 -0.083 0.992,0.108 -0.236 0.966,0.280 1.257 2.630,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:911,2211.929,12,RTdata,-5.597 -0.027 -9.129,4.739 197.680 7.116,-0.321 -0.236 -0.917,0.0,0.0,fakeWallNorth,0.320 1.417 2.016,0.083 -0.083 0.993,0.108 -0.236 0.966,0.280 1.257 2.630,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:945,2211.963,12,RTdata,-5.611 -0.028 -9.127,4.797 196.617 7.213,-0.237 -0.342 -0.909,1.0,0.0,MController,0.333 1.416 2.018,0.064 -0.084 0.994,0.027 -0.342 0.939,0.349 1.194 2.645,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:02:978,2211.997,12,RTdata,-5.624 -0.028 -9.125,5.071 195.413 7.430,-0.233 -0.339 -0.912,1.0,1.0,MController,0.347 1.416 2.018,0.043 -0.088 0.995,0.023 -0.339 0.941,0.361 1.197 2.646,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:03:012,2212.031,12,RTdata,-5.637 -0.028 -9.122,5.421 194.069 7.631,-0.237 -0.338 -0.911,1.0,1.0,MController,0.360 1.416 2.019,0.020 -0.094 0.995,0.027 -0.338 0.941,0.378 1.198 2.646,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:03:045,2212.063,12,RTdata,-5.650 -0.028 -9.120,5.827 192.834 7.791,-0.225 -0.346 -0.911,1.0,1.0,MController,0.373 1.416 2.020,-0.002 -0.102 0.995,0.015 -0.346 0.938,0.383 1.195 2.645,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:03:077,2212.096,12,RTdata,-5.663 -0.027 -9.118,6.250 191.726 7.829,-0.223 -0.340 -0.914,1.0,1.0,MController,0.386 1.417 2.020,-0.021 -0.109 0.994,0.013 -0.340 0.940,0.393 1.200 2.646,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:03:111,2212.13,12,RTdata,-5.676 -0.027 -9.115,6.505 190.677 7.782,-0.236 -0.330 -0.914,1.0,1.0,MController,0.399 1.417 2.020,-0.039 -0.113 0.993,0.026 -0.330 0.944,0.414 1.204 2.646,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:03:145,2212.164,12,RTdata,-5.688 -0.028 -9.112,6.665 189.719 7.734,-0.231 -0.330 -0.915,1.0,1.0,MController,0.412 1.416 2.021,-0.055 -0.116 0.992,0.021 -0.330 0.944,0.423 1.203 2.646,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:03:179,2212.198,12,RTdata,-5.699 -0.029 -9.110,6.779 188.883 7.701,-0.230 -0.325 -0.917,1.0,1.0,MController,0.423 1.415 2.021,-0.070 -0.118 0.991,0.019 -0.325 0.945,0.433 1.206 2.647,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:03:212,2212.23,12,RTdata,-5.708 -0.030 -9.108,6.808 188.086 7.698,-0.229 -0.324 -0.918,1.0,1.0,MController,0.433 1.414 2.020,-0.084 -0.119 0.989,0.018 -0.324 0.946,0.443 1.205 2.648,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:03:245,2212.264,12,RTdata,-5.717 -0.031 -9.106,6.878 187.396 7.503,-0.229 -0.318 -0.920,1.0,1.0,MController,0.442 1.413 2.020,-0.096 -0.120 0.988,0.018 -0.318 0.948,0.451 1.208 2.649,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:03:278,2212.297,12,RTdata,-5.725 -0.032 -9.104,7.039 186.825 7.210,-0.230 -0.323 -0.918,1.0,1.0,MController,0.450 1.412 2.020,-0.105 -0.123 0.987,0.019 -0.323 0.946,0.460 1.204 2.649,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:03:313,2212.331,12,RTdata,-5.732 -0.032 -9.102,7.195 186.228 7.062,-0.228 -0.322 -0.919,1.0,1.0,MController,0.457 1.412 2.020,-0.116 -0.125 0.985,0.017 -0.322 0.946,0.466 1.204 2.649,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
14:10:03:346,2212.364,12,RTdata,-5.737 -0.032 -9.101,7.290 185.645 6.985,-0.226 -0.328 -0.917,1.0,1.0,MController,0.462 1.412 2.021,-0.126 -0.127 0.984,0.016 -0.328 0.944,0.472 1.199 2.649,2.910 0.000 1.740,2.910 0.000 1.740,0.000 0.000 0.000 1.000,0.000 0.000 0.000 1.000,
